adm3_pcode,adm1_name,adm2_name,adm3_name,flood_label,area_km2,centroid_lon,centroid_lat,chirps_monthly_mean_mm,chirps_monthly_max_mm,chirps_total_mm_available_period,chirps_mean_annual_total_mm,chirps_max_annual_total_mm,chirps_mean_monsoon_total_mm,chirps_max_monsoon_total_mm,chirps_latest_12_month_total_mm,chirps_latest_12_month_mean_mm,elevation_mean_m,elevation_min_m,elevation_max_m,elevation_range_m,elevation_std_m,slope_mean_degrees,slope_max_degrees,aspect_mean_degrees,aspect_sin_mean,aspect_cos_mean,nearest_river_distance_km,river_length_km,river_density_km_per_km2,river_intersection_count,hybas_dist_sink,hybas_dist_main,hybas_sub_area_km2,hybas_up_area_km2,landcover_tiles_used_count,lc_10_tree_cover_percent,lc_20_shrubland_percent,lc_30_grassland_percent,lc_40_cropland_percent,lc_50_built_up_percent,lc_60_bare_sparse_vegetation_percent,lc_70_snow_and_ice_percent,lc_80_permanent_water_bodies_percent,lc_90_herbaceous_wetland_percent,lc_100_moss_and_lichen_percent,dominant_landcover_percent,landcover_classes_over_5_percent,worldpop_population_sum,worldpop_population_density_per_km2,worldpop_population_mean_pixel_value,worldpop_population_max_pixel_value,osm_road_length_km,osm_major_road_length_km,osm_road_segment_count,osm_road_density_km_per_km2,osm_major_road_density_km_per_km2,osm_building_count,osm_building_footprint_area_km2,osm_building_density_per_km2,osm_building_footprint_percent,osm_place_count,osm_place_density_per_km2,osm_nearest_place_distance_km
NP0661405,Karnali,Dailekh,Gurans,0,165.5805969,81.68326071,28.70628901,111.598947,493.9276123,15177.45679,1264.788066,1592.88653,1090.417586,1343.880856,1633.724571,136.1437142,1492.267118,549.5,2753.466309,2203.966309,372.3455999,29.7031653,65.23546815,354.5328876,-0.025789549,0.269455788,0.155626634,40.92570046,0.247164832,13,1696.3,1696.3,155.3,155.3,1,80.61389338,0,15.51486867,3.572069646,0.04786693,0.065817029,0,0.185484353,0,0,80.61389338,2,0,0,0,0,380.3318603,49.01220862,345,2.296959109,0.296002125,2017,0.113411871,12.18137896,0.068493455,184,1.111241313,0.294037519
NP0661406,Karnali,Dailekh,Dungeshwor,0,105.6938751,81.71913785,28.74849092,115.8844591,509.646225,15760.28644,1313.357203,1629.803566,1135.757734,1375.770924,1674.925267,139.5771055,1352.805473,657.5,2650.579834,1993.079834,359.8299681,29.27436004,65.43577554,296.3010286,-0.170969066,0.084501994,0.544475103,30.36567199,0.287298313,9,1696.3,1696.3,43.4,788.7,1,82.15485075,0,13.18097015,4.430970149,0.074626866,0.10261194,0,0.055970149,0,0,82.15485075,2,0,0,0,0,264.0185089,7.34054383,221,2.497954669,0.069450986,864,0.041563025,8.17455126,0.039323967,1,0.009461286,4.290891604
NP0661407,Karnali,Dailekh,Bhagawatimai,0,152.2255229,81.83039216,28.79269144,115.5538193,467.6004333,15715.31942,1309.609952,1657.523462,1075.89498,1291.765694,1628.000897,135.6667414,1760.360635,742.272522,3286.321533,2544.049011,494.1064971,29.3981975,67.10467742,315.2106313,-0.125501967,0.126428119,0.355487958,35.60364239,0.23388747,15,1708.3,1708.3,156.7,156.7,1,74.9755557,0,21.6869826,3.207092106,0.058666319,0.065184799,0,0.00651848,0,0,74.9755557,2,0,0,0,0,485.0963947,37.88532411,650,3.186695539,0.248876295,6683,0.329521331,43.90196778,0.216469173,143,0.939395689,0.758859905
NP0662301,Karnali,Dolpa,Tripurasundari,1,394.8179005,82.74966088,29.02230682,76.06324807,282.5457377,10344.60174,862.0501448,1029.693921,606.2242046,708.3779172,980.8388777,81.73657315,3354.47079,1569.577759,5905.178711,4335.600952,855.4283893,34.75349835,72.14829533,170.9032989,0.018344808,-0.114572705,0.743672565,117.8468526,0.298484067,44,1777.8,1777.8,167.6,4478.4,1,25.91580373,0,58.71925382,0.150440037,0.01253667,5.004638568,3.221924128,0.155454705,0,6.819948349,58.71925382,4,0,0,0,0,359.1326888,24.81133504,576,0.909616024,0.062842478,3756,0.232964191,9.513246475,0.059005478,41,0.103845342,1.552867437
NP0662302,Karnali,Dolpa,Thulibheri,1,459.67648,82.86670906,28.9319237,70.96685465,257.1344655,9651.492232,804.2910193,1029.192252,536.6242601,626.344991,917.3649008,76.44707507,3770.038566,2003.722778,5895.420898,3891.69812,807.9860074,32.10345714,76.59098386,9.932032631,0.028570952,0.163165522,1.015897534,125.8411997,0.273760362,42,1807,1807,163.1,163.1,1,25.08745411,0,52.39689052,0.211617361,0.017274887,7.985316346,3.666594688,0.146836536,0,10.48801555,52.39689052,4,2280.479233,4.96105268,285.0599041,313.1479797,294.5103025,11.7229838,453,0.640690388,0.025502684,2867,0.19887542,6.236995202,0.043264215,17,0.036982532,1.843090695
NP0662401,Karnali,Dolpa,Shey Phoksundo,1,2461.092236,82.96509237,29.38184022,56.51630514,241.1555483,7686.217499,640.5181249,852.0078897,434.1143975,622.7994564,702.3793782,58.53161485,4704.927719,2451.561768,6566.01123,4114.449463,547.8022596,30.81296917,76.31585971,119.6815873,0.02519122,-0.014358091,0.397033504,580.0675312,0.235695161,183,1973.4,1973.4,171.6,346.5,1,1.849539723,0,29.4493133,0.000802926,0.000802926,55.55925794,6.125922863,0.364528341,0,6.649831988,55.55925794,4,392.3972969,0.159440305,30.18440745,39.24475098,803.5200613,0,984,0.326489211,0,1533,0.080932843,0.622894168,0.003288493,43,0.017471917,2.693791268
NP0662402,Karnali,Dolpa,Jagadulla,1,780.2488183,82.64639495,29.24027127,69.20599337,270.0869475,9412.015098,784.3345915,981.9542094,528.7722029,681.4454181,874.4322487,72.86935406,4558.725145,2268.186035,6857.963379,4589.777344,826.0971882,32.25739983,79.01164729,195.1048928,-0.016558615,-0.061348124,1.5625852,191.8591398,0.245894816,72,1820.5,1820.5,224.8,448.7,1,13.32590332,0,26.3871123,0.013931281,0.00126648,20.60816373,26.24400005,0.124115047,0,13.2955078,26.3871123,5,773.3569813,0.991167129,28.64285116,41.15830994,125.3480315,0,104,0.160651357,0,1250,0.056571963,1.602053051,0.007250503,8,0.01025314,14.09855399
NP0662403,Karnali,Dolpa,Dolpo Buddha,0,1182.838159,83.26493195,29.273915,53.0856687,237.0389848,7219.650943,601.6375786,818.7210396,427.3455336,612.8190713,662.7184114,55.22653429,4964.762163,3784.476807,6043.375488,2258.898682,400.4653218,26.58838644,71.25488034,237.3717191,-0.049784776,-0.031873327,0.657217513,275.0375957,0.232523438,71,2011.9,2011.9,76.9,256.7,1,0,0,22.01449191,0,0,70.12360743,1.432475575,0.071874504,0,6.357550584,70.12360743,3,0,0,0,0,433.7477232,0,503,0.36670082,0,1602,0.078410388,1.354369563,0.006629004,19,0.01606306,8.264861421
NP0662404,Karnali,Dolpa,Mudkechula,1,250.9874936,82.51074235,29.05044101,92.94126022,351.835434,12640.01139,1053.334282,1301.002271,742.341836,860.6218315,1211.012353,100.9176961,3180.86193,1484.191284,5303.880371,3819.689087,689.9046817,35.5797925,73.76097385,65.75460672,0.042163577,0.018989229,1.107836568,73.5373185,0.292991963,26,1772.5,1772.5,124.9,1009.3,1,44.27526201,0,47.05952146,0.027684398,0,1.229978248,0.023729484,0.01977457,0,7.364049832,47.05952146,3,0,0,0,0,160.238562,0,237,0.638432456,0,2181,0.095670629,8.689676002,0.038117688,16,0.063748196,0.574573648
NP0662405,Karnali,Dolpa,Kaike,0,467.9382367,83.04699924,28.90498773,80.86205125,304.5989003,10997.23897,916.4365809,1109.368227,664.8542776,765.2499143,1043.075414,86.92295114,4403.199277,2159.519531,7215.546875,5056.027344,854.4921887,31.92362389,77.11994629,39.52020996,0.107026473,0.129740227,0.31734648,129.4820146,0.276707489,46,1818.9,1818.9,217.2,2794.2,1,8.065403164,0,47.55689991,0.025382858,0.006345715,25.68533717,10.16583467,0.090955242,0,8.403841273,47.55689991,5,0,0,0,0,208.5745769,0,251,0.445730997,0,664,0.075952578,1.418990687,0.016231325,22,0.047014752,1.957962905
NP0662406,Karnali,Dolpa,Chharka Tangsong,0,1969.789156,83.36726718,28.97906529,61.03574844,258.5615309,8300.861787,691.7384823,863.6970191,521.3353932,647.6524009,752.3485834,62.69571529,5058.814016,2578.307129,7738.382813,5160.075684,621.2137627,28.84998266,81.03853624,268.1867387,-0.045217154,-0.001431482,1.888048118,504.9665245,0.256355622,175,1866.9,1866.9,368,1051.7,1,0.452033649,0,16.66138707,0.001508455,0,64.46733944,11.564318,0.676290609,0,6.177122773,64.46733944,4,253.0926971,0.128487202,253.0926971,253.0926971,261.3873078,0,213,0.132698115,0,490,0.041210358,0.248757588,0.00209212,17,0.008630365,2.289433706
NP0663301,Karnali,Jumla,Chandannath,0,102.4518115,82.15212922,29.29503284,56.90356337,250.1599922,7738.884618,644.9070515,864.5694425,450.7178386,558.5830364,781.9337088,65.1611424,2949.867818,2269.5,4140.115723,1870.615723,413.1853248,25.4818496,69.22336762,160.9858799,0.064715636,-0.187797494,2.121689122,32.20781836,0.314370414,11,1812.3,1812.3,103.1,1083.4,1,49.89912576,0,43.99077721,5.25506773,0.451532328,0.230569699,0,0.038428283,0,0.134498991,49.89912576,3,13996.92673,136.619612,85.87071617,283.2320251,234.7195949,10.61797001,448,2.291024351,0.103638675,5118,0.474354573,49.95519285,0.463002622,12,0.117128236,2.693948373
NP0663401,Karnali,Jumla,Kanaka Sundari,0,226.3411853,82.05867953,29.41842031,58.67017571,279.3083976,7979.143896,664.928658,879.2072238,490.0997736,625.9561364,831.4002008,69.28335007,3199.987172,2353,4154.166992,1801.166992,369.8700706,30.85669132,73.92578505,179.0326928,0.001148104,-0.067998296,0.499609778,60.46046491,0.267120917,29,1813.9,1813.9,147.4,529,1,54.72049959,0,43.87874583,1.027798257,0,0.039030314,0,0.013010105,0,0.320915911,54.72049959,2,0,0,0,0,379.0243304,20.51850681,523,1.674570759,0.090652997,2497,0.206856958,11.03201787,0.091391656,15,0.066271633,1.605854484
NP0663402,Karnali,Jumla,Sinja,0,153.9334979,82.02752356,29.34322191,59.2257508,267.3827248,8054.702108,671.2251757,909.5856204,483.2091207,616.4459305,840.5587505,70.04656254,3062.760082,2256,4143.099121,1887.099121,387.6301002,26.23768213,64.78586647,248.1609191,-0.098226673,-0.039365605,0.404264194,54.82606918,0.35616724,22,1804.7,1804.7,112.5,641.5,1,51.73364097,0,45.68993142,2.396974941,0.012818048,0.083317311,0,0.044863167,0,0.038454143,51.73364097,2,0,0,0,0,286.1783516,0,319,1.859103804,0,1880,0.182638468,12.2130662,0.118647644,9,0.058466806,0.862343011
NP0663403,Karnali,Jumla,Patarasi,1,817.1458892,82.38505664,29.35893188,67.02361279,284.6508519,9115.21134,759.600945,965.2440796,523.39622,657.5349765,902.2776795,75.18980662,3991.008373,2387.26123,6529.411133,4142.149902,704.2511675,30.535001,73.68479193,227.7097226,-0.055654919,-0.050624818,1.137514245,241.8734339,0.295997859,92,1839.3,1839.3,52.4,423.5,1,26.26990374,0,39.59314646,0.596960707,0.002421747,10.05872737,5.686262638,0.331779379,0,17.46079797,39.59314646,5,3292.735229,4.029556133,1646.367615,1947.806152,250.3400684,3.503941872,334,0.306359087,0.004288025,4071,0.317927495,4.981974521,0.038907067,20,0.024475434,2.894295167
NP0663404,Karnali,Jumla,Hima,1,132.9062408,81.93294104,29.27414075,62.06873335,241.5827484,8441.347736,703.4456447,982.2908001,473.4078116,585.548204,847.4668549,70.6222379,2893.539045,2035.720703,3815.112305,1779.391602,382.1665956,26.8810271,62.6164544,147.5067742,0.11306558,-0.177523725,0.599052525,41.73848117,0.314044554,15,1789.1,1789.1,114.4,755.9,1,50.64444444,0,48.12592593,1.148148148,0,0.059259259,0,0.022222222,0,0,50.64444444,2,0,0,0,0,210.710252,0.075473159,233,1.58540525,0.000567868,1432,0.081701148,10.77451285,0.06147277,0,0,4.857611597
NP0663405,Karnali,Jumla,Tila,1,176.2531008,81.98451699,29.18651346,70.85250934,279.2290104,9635.941271,802.9951059,1096.217892,521.2017663,645.2187707,963.2287533,80.26906278,2907.674573,1991,4331.140137,2340.140137,387.1736732,31.47052005,72.13448804,9.860452355,0.004956916,0.028518053,0.014443776,51.53607188,0.2923981,16,1789,1789,96.6,1745.2,1,49.9747262,0,48.48638023,1.291771974,0.039314799,0.157259197,0,0.0224656,0,0.028081999,49.9747262,2,0,0,0,0,297.9502041,23.46376907,334,1.690467871,0.133125426,2235,0.189434084,12.68062797,0.10747844,16,0.090778545,1.621325277
NP0663406,Karnali,Jumla,Tatopani,1,527.7485448,82.12012014,29.13590472,94.21849264,356.4451432,12813.715,1067.809583,1504.752412,671.1491272,809.602977,1234.703177,102.8919314,3507.441059,2198.5,4771.953125,2573.453125,599.6190841,28.53952251,72.82664248,296.6144489,-0.15107183,0.075698794,0.136207297,164.3161372,0.311353084,73,1799.4,1799.4,150,304.2,1,39.48796935,0,54.10319503,0.860271605,0.013148256,0.679952666,0.007513289,0.232911963,0,4.615037848,54.10319503,2,0,0,0,0,499.7820925,32.23989145,479,0.947007997,0.061089494,3002,0.23400497,5.688315069,0.04434024,15,0.028422627,6.791193353
NP0663407,Karnali,Jumla,Guthichaur,1,428.6316271,82.3669788,29.19709989,73.24574877,298.0080225,9961.421832,830.118486,1055.408505,578.0925677,692.106277,971.7827895,80.98189912,3609.712682,2338.5,6012.179688,3673.679688,624.1552964,28.11995693,72.59677057,318.4530137,-0.073916349,0.083409304,0.115645,129.5097187,0.302146903,47,1845.4,1845.4,145,145.2,1,40.9604324,0,44.14108516,0.861571155,0,3.552537362,1.711593098,0.147829903,0,8.624950916,44.14108516,3,2867.671448,6.690293638,286.7671448,392.8229675,270.1869101,0,371,0.630347583,0,2988,0.34358776,6.971020828,0.080159218,16,0.03732809,0.583610275
NP0664301,Karnali,Kalikot,Raskot,1,60.02766799,81.64409643,29.27269856,85.57433599,426.4713745,11638.10969,969.8424745,1429.502993,604.2366742,742.6178818,1102.376528,91.86471065,2337.645399,823.5,3888.793457,3065.293457,775.2880368,25.7969504,69.875746,195.6723335,-0.149055848,-0.53126769,1.590704165,19.55294061,0.325732138,8,1756,1756,133.6,133.6,1,37.17654766,0,55.25712414,6.845725516,0.13101867,0.229282673,0,0.360301343,0,0,55.25712414,3,0,0,0,0,269.4809284,7.087091433,731,4.489278651,0.118063747,4535,0.192987748,75.54849542,0.321497994,27,0.449792586,2.239195248
NP0664302,Karnali,Kalikot,Khandachakra,1,133.9249951,81.67394922,29.15019241,89.41011735,313.519455,12159.77596,1013.314663,1251.88211,678.6150282,847.6274923,1239.200913,103.2667427,2191.286624,728.5062256,4188.973633,3460.467407,798.7491353,33.75280896,72.04358356,200.5743819,-0.101298366,-0.269866246,1.795533849,30.35960695,0.226691119,12,1744.1,1744.1,84.4,17057.8,1,47.54485712,0.302739423,50.25474415,1.388171011,0.118142214,0.073838884,0,0.317507199,0,0,50.25474415,2,0,0,0,0,242.9406135,40.87884192,349,1.81400502,0.305236837,5099,0.256790268,38.07355001,0.191741853,17,0.126936723,3.174287401
NP0664303,Karnali,Kalikot,Tilagupha,0,263.7540689,81.85561365,29.14585804,70.95649373,263.9077744,9650.083147,804.1735956,1092.883618,501.4734568,619.7837257,963.3688332,80.2807361,2889.289943,1268.567383,4462.341309,3193.773926,594.2765839,30.17303145,74.47446308,171.8032346,0.021067542,-0.146257101,1.618006111,84.73923202,0.321281231,37,1763.5,1763.5,249.7,2750.7,1,54.92520568,0,43.45175767,1.473448018,0.011219147,0.134629768,0,0.003739716,0,0,54.92520568,2,0,0,0,0,330.0405858,24.82471888,421,1.25131941,0.094120705,4662,0.231993234,17.6755567,0.087958163,10,0.037914107,2.522536051
NP0664401,Karnali,Kalikot,Naraharinath,0,144.5732088,81.53214223,29.21523502,97.04797466,352.0238749,13198.52455,1099.877046,1358.198362,737.4387032,906.988383,1323.193136,110.2660947,2344.601743,722.9801025,4143.401367,3420.421265,648.6629818,33.12266944,68.63069918,148.1892761,0.056038298,-0.090342762,0.725786413,40.6627913,0.281260903,19,1742.3,1742.3,134.5,134.5,1,58.26449102,0.136546733,39.29814979,1.87751758,0.02048201,0.279920803,0,0.12289206,0,0,58.26449102,2,1061.505512,7.34233902,22.58522366,45.37086868,294.5785887,4.807686266,448,2.037573843,0.033254337,7201,0.323291127,49.8086752,0.223617591,22,0.152172039,0.862744413
NP0664402,Karnali,Kalikot,Sanni Tribeni,1,137.3735855,81.58939937,29.28435137,89.43965981,379.0681572,12163.79373,1013.649478,1406.017103,644.8214236,793.0646629,1167.823961,97.31866343,2593.529788,739.7572021,4369.167969,3629.410767,779.4331687,32.29575293,73.76194397,126.1985332,0.239464338,-0.175251988,0.091574495,44.99523341,0.327539194,17,1756,1756,133.6,133.6,1,55.32480598,0,41.9948261,1.329405001,0.021557919,0.158091406,0,0.201207243,0,0.970106352,55.32480598,2,0,0,0,0,222.9091989,13.40878719,408,1.622649639,0.097608191,3829,0.168067954,27.87289846,0.12234372,10,0.072794198,1.152354252
NP0664403,Karnali,Kalikot,Pachal Jharana,1,167.7077835,81.7197622,29.24975917,63.36753658,225.1720047,8617.984974,718.1654145,974.2960753,453.618227,559.9319712,844.4253445,70.36877871,2380.336257,814,4467.898926,3653.898926,850.4463348,35.09929904,73.28120342,329.1483188,-0.040759186,0.068234159,0.209204561,55.44284564,0.330591965,17,1756.2,1756.2,228,16839.8,1,46.48294583,0,51.92375782,0.477988906,0.011802195,0.41897793,0,0.672725127,0,0.011802195,51.92375782,2,0,0,0,0,312.6899353,8.665750347,532,1.864492684,0.051671724,3634,0.14694248,21.66864247,0.087618163,24,0.143106059,0.539437167
NP0664404,Karnali,Kalikot,Palata,1,320.2853197,81.83956579,29.35016754,57.87964334,226.9509066,7871.631495,655.9692912,911.1517817,441.392497,552.5245185,788.9223231,65.74352693,2740.731007,945.5,4465.060059,3519.560059,657.9423853,32.07550025,71.45439626,253.670171,-0.138152493,-0.040476702,0.001709092,103.0529277,0.321753516,34,1774.1,1774.1,250,250.1,1,70.44753086,0,29.12962963,0.24691358,0.018518519,0.074074074,0,0.083333333,0,0,70.44753086,2,0,0,0,0,393.2838526,0,585,1.227917199,0,2666,0.13744273,8.323828275,0.042912591,25,0.078055404,0.67834003
NP0664405,Karnali,Kalikot,Shuva Kalika,0,97.78812871,81.62827882,29.07975765,104.0636146,409.711202,14152.65159,1179.387633,1423.904134,885.4784178,1112.893392,1493.868114,124.4890095,2148.389256,804.9735107,3471.113525,2666.140015,530.9609712,31.22628495,64.71154203,19.60485722,0.120838992,0.339264302,2.031446258,27.53872767,0.281616266,13,1743.9,1743.9,180.4,3304.3,1,77.23345868,0,20.3780872,2.337635939,0.020327269,0.020327269,0,0.010163635,0,0,77.23345868,2,0,0,0,0,214.6405404,0,442,2.194954984,0,3220,0.154176948,32.92833233,0.157664279,17,0.173845233,2.219567509
NP0664406,Karnali,Kalikot,Mahawai,0,323.5407584,81.85404078,29.04466419,97.09884314,378.223498,13205.44267,1100.453556,1370.864704,777.5083376,952.972058,1349.713603,112.4761336,3138.259472,1095.762939,4428.655762,3332.892822,586.6234258,31.41001711,70.30158906,345.2131718,-0.044530026,0.168696403,2.1244006,92.13103856,0.284758678,33,1763.5,1763.5,169.5,373.4,1,70.69023828,0,28.46425826,0.747117602,0,0.064565719,0,0.009223674,0,0.024596464,70.69023828,2,0,0,0,0,132.1041301,0,157,0.408307537,0,1966,0.099443292,6.076514162,0.03073594,6,0.018544804,9.571454281
NP0665301,Karnali,Mugu,Chhayanath Rara,1,482.6245953,82.16803783,29.53287593,57.70507032,292.1719886,7847.889563,653.990797,836.5631839,464.7235309,600.1261381,790.7622391,65.89685326,3085.016186,1544.846313,5021.651855,3476.805542,621.9373837,31.54617091,68.73376679,336.8878856,-0.032471322,0.076083369,0.335621368,147.5499735,0.305724107,51,1861.8,1861.8,158.2,158.3,1,51.18812083,0,41.64236033,0.030595386,0.044873233,0.879107431,0.006119077,2.294653966,0,3.914169743,51.18812083,2,0,0,0,0,809.4284656,0.23043793,1293,1.677138864,0.000477468,7133,0.359473128,14.77960317,0.074482969,52,0.107744198,1.310909443
NP0665401,Karnali,Mugu,Khatyad,1,282.3600414,81.89303833,29.51416833,52.08016913,270.3040253,7082.903002,590.2419168,794.8796629,435.2921376,545.4001587,721.0090641,60.08408868,2563.679934,1089,3912.588623,2823.588623,610.0763664,33.71768834,69.71933727,275.6509109,-0.150221452,0.014864118,0.416910957,89.85272597,0.318220402,38,1818.6,1818.6,181.6,181.8,1,55.46075085,0,43.53973671,0.700006965,0.02089573,0.055721947,0,0.22288779,0,0,55.46075085,2,0,0,0,0,722.2306232,0,1228,2.557835803,0,4887,0.215242633,17.30768977,0.076229849,68,0.240827277,0.501438009
NP0665402,Karnali,Mugu,Soru,1,367.371733,81.98357517,29.62823788,51.06735502,298.2194026,6945.160282,578.7633568,752.6754124,428.3885843,566.2262749,703.1662281,58.59718567,2517.188876,1183,4169.730469,2986.730469,600.1834736,35.91855943,79.28460517,354.3790847,-0.025948614,0.263653392,0.08575514,103.8766455,0.282756228,44,1825.6,1825.6,158.2,5416,1,57.73672055,0,41.71545196,0.161125732,0.008056287,0.067135722,0,0.311509748,0,0,57.73672055,2,0,0,0,0,565.2018056,0,924,1.538501074,0,2905,0.166086727,7.907521835,0.045209446,53,0.14426804,0.674018915
NP0665403,Karnali,Mugu,Mugumakarmarog,1,2114.316485,82.54726118,29.64935785,73.06653857,321.7764158,9937.049245,828.0874371,1077.438535,508.9194123,710.9216445,931.9394468,77.66162056,4463.322708,1872.042236,6820.532227,4948.48999,753.5522293,33.01794014,79.68163229,182.4504944,-0.001685957,-0.039395843,0.151237424,538.3471667,0.254619954,170,1901,1901,260.7,616.2,1,8.470999301,0,36.32098765,0.000465875,0.000931749,29.4553925,9.800605637,0.472396925,0,15.47822036,36.32098765,5,3706.162594,1.752889229,231.6351621,729.4219971,307.5526671,0,401,0.145461982,0,1710,0.102293636,0.808772013,0.004838142,11,0.005202627,2.663799604
NP0666401,Karnali,Humla,Namkha,1,2431.165371,81.61019585,30.17651846,52.05590914,229.7557196,7079.603643,589.9669702,807.3693499,428.029065,586.7833531,711.4022149,59.28351791,4782.327878,2341.201904,7014.931641,4673.729736,648.0246994,26.73802594,75.60418211,126.6820997,0.021680555,-0.016149653,1.834167882,648.5709292,0.266773679,209,1916.9,1916.9,166.5,4892.2,2,4.399896492,0.000404328,25.53209555,0,0.002425968,37.8438809,9.803739225,0.324270997,0,22.09328654,37.8438809,4,1526.514439,0.627894119,117.4241876,226.6958923,418.9449587,99.21480467,362,0.172322691,0.040809566,1274,0.138537287,0.524028524,0.00569839,31,0.012751087,7.268077588
NP0666402,Karnali,Humla,Simkot,1,789.3009512,81.92174717,30.12965339,59.79922097,272.6221568,8132.694052,677.7245043,902.3498331,495.502349,689.4685298,782.2407797,65.18673164,4577.665131,2082,6247.60498,4165.60498,827.6142469,29.27864228,76.13212272,125.0863783,0.15087943,-0.10598626,0.64052137,235.1106595,0.297872008,64,1920.4,1920.4,129,712.3,2,8.427175777,0,26.78797822,0.007457678,0.01988714,31.71998906,16.40191911,0.341810227,0,16.29378278,31.71998906,5,6164.468922,7.810036099,198.8538362,705.4916382,239.3773294,0,320,0.30327764,0,2144,0.159629833,2.716327653,0.020224204,30,0.038008316,15.86460179
NP0666403,Karnali,Humla,Kharpunath,1,883.6801482,82.04120611,30.02308131,61.84828647,278.4676763,8411.36696,700.9472467,914.5872957,499.608869,689.2256767,810.6398663,67.55332219,4435.202361,1796.074951,6579.592285,4783.517334,904.7910639,31.63103062,76.77646422,283.0101168,-0.148238263,0.034251071,1.389338406,215.5446128,0.243917002,71,1906.4,1906.4,196.2,908.7,2,13.69168922,0,25.69070925,0.001113598,0.001113598,27.51701021,20.30534861,0.37862337,0,12.41439214,27.51701021,5,0,0,0,0,182.3236101,0,235,0.20632308,0,1211,0.077543177,1.370405347,0.008775028,33,0.037343829,13.04545674
NP0666404,Karnali,Humla,Sarkegad,0,308.0340356,81.93071668,29.7923731,56.77382372,322.7898698,7721.240026,643.4366688,846.5252799,465.1084803,644.2089865,757.3468652,63.11223876,2973.855726,1335,4924.302734,3589.302734,687.9731064,34.14710242,71.88487407,121.2190136,0.088904971,-0.053883097,1.699989814,85.58320673,0.277836852,40,1860.9,1860.9,284,7310.4,1,51.13113497,0,46.20398773,0.012781186,0.006390593,0.268404908,0.035148262,0.150178937,0,2.191973415,51.13113497,2,0,0,0,0,270.4117305,0,403,0.877863155,0,1856,0.132045029,6.025308198,0.042867026,44,0.142841358,1.078898421
NP0666405,Karnali,Humla,Chankheli,0,1315.537029,82.25110121,29.84806236,68.45493124,309.1439239,9309.870649,775.8225541,1000.978394,500.7736973,702.9642868,905.499007,75.45825059,4333.608087,1511.263794,6240.671387,4729.407593,826.0251022,33.44012376,80.61072812,247.7831747,-0.076565922,-0.031272206,1.03169551,366.83189,0.278845735,115,1879.3,1879.3,147,529.4,2,16.2416719,0,28.05413642,0.016432135,0,20.17642138,17.34635954,0.309969825,0,17.85500881,28.05413642,5,0,0,0,0,190.5915943,0,219,0.144877408,0,1506,0.08413081,1.144779635,0.006395168,28,0.021284084,11.9596283
NP0666406,Karnali,Humla,Tanjakot,1,159.8383601,81.75760458,29.68462348,51.43042703,261.4119786,6994.538077,582.8781731,758.6562119,407.2767748,517.5232015,676.9157334,56.40964445,2532.291034,1172,4170.512695,2998.512695,621.1276505,35.15155319,73.98426304,234.4117252,-0.251267272,-0.179811934,0.131473864,47.39069055,0.296491346,24,1816,1816,101.2,14599.4,1,56.79749016,0,40.49581693,0.036909449,0,2.017716535,0,0.15378937,0,0.498277559,56.79749016,2,0,0,0,0,82.78259352,0,136,0.517914432,0,1331,0.061207775,8.327162512,0.038293545,35,0.218971216,2.275711807
NP0666407,Karnali,Humla,Adanchuli,1,151.2909611,81.84631453,29.70530475,51.73459709,291.2748464,7035.905204,586.3254337,760.805411,426.1644174,560.0058009,697.8709896,58.1559158,2653.745541,1205.5,4148.518555,2943.018555,647.5265832,33.35231012,74.07296083,130.1793917,0.19015822,-0.160578949,1.032051194,47.83052613,0.316149265,25,1831,1831,105.5,105.5,1,48.37069864,0,50.13034411,0.241136601,0.019551616,0.188998957,0,0.351929093,0,0.69734098,50.13034411,2,0,0,0,0,232.0301094,0,376,1.533668025,0,1731,0.091371711,11.44152954,0.060394692,24,0.158634725,1.124700074
NP0767301,Sudur Paschim,Bajhang,Bungal,1,450.1687868,80.92947012,29.66012473,114.401441,523.8397935,15558.59598,1296.549665,1750.38545,1022.912105,1465.531928,1816.521573,151.3767977,2836.863737,1053.389893,6336.361816,5282.971924,980.2211989,35.07927613,74.98529243,209.8617799,-0.058102873,-0.10120015,0.231966641,155.043033,0.344410891,70,1731.4,1731.4,259.7,259.8,2,45.40074956,0,39.61908519,1.275560523,0.019725163,4.688013676,2.099633989,0.113967607,0,6.783264295,45.40074956,3,4451.55545,9.888636398,46.85847842,138.2577057,464.4783259,0,573,1.031787053,0,7995,0.376157253,17.76000521,0.083559159,86,0.191039456,1.867901354
NP0767302,Sudur Paschim,Bajhang,Jayaprithbi,1,167.690242,81.19172652,29.54012478,99.32290693,465.2063065,13507.91534,1125.659612,1385.974438,859.3363495,1128.949482,1446.309632,120.5258027,2094.114286,1082,3636.290039,2554.290039,530.1919406,29.94192512,69.59174169,53.40671449,0.072803441,0.054055371,0.18780816,49.71787968,0.296486421,23,1737.8,1737.8,87.8,2354.3,1,71.24970609,0,22.01975076,3.885492593,0.199858923,2.04561486,0,0.599576769,0,0,71.24970609,2,11491.96176,68.53089137,383.065392,2105.88501,405.6415145,9.508104515,572,2.418992958,0.056700404,7220,0.345836119,43.05557624,0.206235089,20,0.119267524,0.489432493
